date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:36:26	5051/5051	---M--	200	added ('OK')	application/javascript	etag:%226169a829-13bb%22	https://madrid.ibercup.com/build/app.04e2baf9.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/build/app.04e2baf9.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:26	72205/72205	---M--	200	added ('OK')	application/javascript	etag:%226169a829-11a0d%22	https://madrid.ibercup.com/build/165.44ad7a71.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/build/165.44ad7a71.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:26	3677/3677	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-e5d%22	https://madrid.ibercup.com/assets/vendor/js-cookie/src/js.cookie.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/js-cookie/src/js.cookie.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:26	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-90b5%22	https://madrid.ibercup.com/assets/vendor/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/bootstrap/dist/js/bootstrap.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:26	1773/1773	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-6ed%22	https://madrid.ibercup.com/assets/vendor/bootstrap-hover-dropdown/bootstrap-hover-dropdown.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/bootstrap-hover-dropdown/bootstrap-hover-dropdown.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:27	45479/45479	---M--	200	added ('OK')	application/javascript	etag:%22638f841f-b1a7%22	https://madrid.ibercup.com/assets/main/lib/mCustomScrollbar/jquery.mCustomScrollbar.concat.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/main/lib/mCustomScrollbar/jquery.mCustomScrollbar.concat.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:27	8812/8812	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-226c%22	https://madrid.ibercup.com/assets/vendor/featherlight/featherlight.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/featherlight/featherlight.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:27	3237/3237	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-ca5%22	https://madrid.ibercup.com/assets/vendor/featherlight/featherlight.gallery.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/featherlight/featherlight.gallery.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:27	4593/4593	---M--	200	added ('OK')	application/javascript	etag:%22614374fa-11f1%22	https://madrid.ibercup.com/assets/js/share.js?v=3.0.2	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/js/share994f.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:28	14286/14286	---M--	200	added ('OK')	application/javascript	etag:%22638f841f-37ce%22	https://madrid.ibercup.com/assets/js/main.js?v=3.0.2	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/js/main994f.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:28	15476/15476	---M--	200	added ('OK')	application/javascript	etag:%2261b9ac78-3c74%22	https://madrid.ibercup.com/bundles/fosjsrouting/js/router.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/bundles/fosjsrouting/js/router.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:28	3084/3084	---M--	200	added ('OK')	application/javascript	etag:%22638f841f-c0c%22	https://madrid.ibercup.com/assets/main/js/jquery.ajaxfileupload.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/main/js/jquery.ajaxfileupload.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:28	4992/4992	---M--	200	added ('OK')	application/javascript	etag:%22610aa95e-1380%22	https://madrid.ibercup.com/bundles/bazingajstranslation/js/translator.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/bundles/bazingajstranslation/js/translator.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:29	20789/20789	---M--	200	added ('OK')	text/css	etag:%22609ffd2e-5135%22	https://madrid.ibercup.com/assets/vendor/intl-tel-input/css/intlTelInput.min.css	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/intl-tel-input/css/intlTelInput.min.css	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:29	70857/70857	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-114c9%22	https://madrid.ibercup.com/assets/vendor/intl-tel-input/img/flags.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/intl-tel-input/img/flags.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:29	27345/27345	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-6ad1%22	https://madrid.ibercup.com/assets/vendor/intl-tel-input/js/intlTelInput.min.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/intl-tel-input/js/intlTelInput.min.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:30	1216/1216	---M--	200	added ('OK')	application/javascript	etag:%2263b7046b-4c0%22	https://madrid.ibercup.com/assets/main/js/regions.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/main/js/regions.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:30	910/910	---M--	200	added ('OK')	application/javascript	etag:%22609ffd2e-38e%22	https://madrid.ibercup.com/assets/js/tournament-overlay.js	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/js/tournament-overlay.js	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:30	174369/174369	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-2a921%22	https://madrid.ibercup.com/assets/vendor/intl-tel-input/img/flags@2x.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/intl-tel-input/img/flags@2x.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/A)
08:36:30	325/325	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-145%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:30	324/324	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-144%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:31	323/323	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-143%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:31	265/265	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-109%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:31	393/393	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-189%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:31	390/390	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-186%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:32	7025/7025	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1b71%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_222222_256x240.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:32	7090/7090	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1bb2%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_454545_256x240.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:32	4676/4676	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1244%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_2e83ff_256x240.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:32	4676/4676	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1244%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:33	7111/7111	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1bc7%22	https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/images/ui-icons_888888_256x240.png	(from https://madrid.ibercup.com/assets/vendor/jquery-ui/themes/smoothness/jquery-ui.min.css)
08:36:33	2998/2998	---M--	200	added ('OK')	image/png	etag:%22638f841f-bb6%22	https://madrid.ibercup.com/assets/main/lib/mCustomScrollbar/mCSB_buttons.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/main/lib/mCustomScrollbar/mCSB_buttons.png	(from https://madrid.ibercup.com/assets/main/lib/mCustomScrollbar/jquery.mCustomScrollbar.css)
08:36:34	578/578	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Feb%202023%2015:36:53%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension://	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension_/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:34	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:53%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/GET	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/GET	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:34	530/530	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Feb%202023%2015:36:53%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^:/?	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^_/indexd41d.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:34	762/762	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Feb%202023%2015:36:54%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
